COD_DPTO,COD_MUNIC,ANO,apgar_bajo_promedio,consultas_promedio,defunciones_fetales,edad_materna_promedio,num_instituciones,pct_area_rural,pct_bajo_nivel_educativo,pct_bajo_peso,pct_cesarea,pct_embarazo_multiple,pct_instituciones_publicas,pct_madres_adolescentes,pct_madres_edad_avanzada,pct_prematuro,pct_regimen_subsidiado,pct_sin_control_prenatal,pct_sin_seguridad_social,presion_obstetrica,tasa_mortalidad_fetal,total_defunciones,total_nacimientos,puntos_riesgo,riesgo_obstetrico,tasa_mortalidad_infantil,alta_mortalidad
50,226,2020,0.015625,4.671875,1.0,3.703125,34.333333333333336,0.03125,0.8125,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.59375,0.0625,0.0,1.8640776699029125,15.625,0.0,64,0,0,0.0,0
50,226,2021,0.0208333333333333,3.5869565217391304,1.0,3.6875,34.333333333333336,0.0416666666666666,0.8125,0.0208333333333333,0.0,0.0,0.3927785425028781,1.0,0.0,0.9583333333333334,0.375,0.2291666666666666,0.0,1.3980582524271843,20.83333333333333,1.0,48,0,0,20.833333333333332,1
50,226,2022,0.0476190476190476,3.761904761904762,2.0,3.8333333333333335,34.333333333333336,0.0714285714285714,0.8333333333333334,0.0238095238095238,0.0,0.0,0.3927785425028781,1.0,0.0,0.9761904761904762,0.4761904761904761,0.1666666666666666,0.0,1.2233009708737863,47.61904761904761,0.0,42,1,0,0.0,0
50,226,2023,0.03125,4.75,1.0,3.75,34.333333333333336,0.03125,0.8125,0.125,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.625,0.0625,0.0,0.9320388349514562,31.25,0.0,32,1,0,0.0,0
50,226,2024,0.0,5.238095238095238,0.0,3.7142857142857135,34.333333333333336,0.0,0.9523809523809524,0.0476190476190476,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.6190476190476191,0.0476190476190476,0.0,0.6116504854368932,0.0,0.0,21,0,0,0.0,0
50,245,2020,0.125,5.0,2.0,3.875,34.333333333333336,0.375,0.875,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.875,0.75,0.125,0.0,0.233009708737864,250.0,0.0,8,-1,-1,0.0,0
50,245,2021,0.0,6.75,0.0,4.4,34.333333333333336,0.2,1.0,0.2,0.0,0.0,0.3927785425028781,1.0,0.0,0.8,1.0,0.2,0.0,0.145631067961165,0.0,0.0,5,-1,-1,0.0,0
50,245,2022,0.0,3.333333333333333,1.0,3.333333333333333,34.333333333333336,0.0,1.0,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,1.0,0.0,0.0,0.087378640776699,333.3333333333333,0.0,3,-1,-1,0.0,0
50,245,2023,0.0,3.6666666666666665,0.0,4.666666666666667,34.333333333333336,0.3333333333333333,1.0,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.087378640776699,0.0,0.0,3,-1,-1,0.0,0
50,245,2024,0.0,7.0,0.0,4.5,34.333333333333336,0.0,0.5,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,1.0,0.0,0.0,0.058252427184466,0.0,0.0,2,-1,-1,0.0,0
50,251,2020,0.0,4.294117647058823,0.0,3.611111111111111,34.333333333333336,0.0555555555555555,0.7222222222222222,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.8888888888888888,0.9444444444444444,0.0555555555555555,0.0,0.5242718446601942,0.0,0.0,18,0,0,0.0,0
50,251,2021,0.0526315789473684,3.6666666666666665,0.0,3.421052631578948,34.333333333333336,0.1578947368421052,1.0,0.1052631578947368,0.0,0.0,0.3927785425028781,1.0,0.0,0.9473684210526316,0.8421052631578947,0.0526315789473684,0.0,0.5533980582524272,0.0,1.0,19,1,0,52.63157894736842,1
50,251,2022,0.0,3.571428571428572,0.0,3.7857142857142856,34.333333333333336,0.1428571428571428,1.0,0.0714285714285714,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.8571428571428571,0.2142857142857142,0.0,0.4077669902912621,0.0,0.0,14,1,0,0.0,0
50,251,2023,0.0,4.333333333333333,1.0,3.333333333333333,34.333333333333336,0.0,1.0,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.174757281553398,166.66666666666666,0.0,6,-1,-1,0.0,0
50,251,2024,0.0,0.6666666666666666,0.0,3.333333333333333,34.333333333333336,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.087378640776699,0.0,0.0,3,-1,-1,0.0,0
50,270,2020,0.0454545454545454,5.2105263157894735,0.0,3.6818181818181817,34.333333333333336,0.1818181818181818,0.7727272727272727,0.0454545454545454,0.0,0.0,0.3927785425028781,1.0,0.0,0.8636363636363636,0.9545454545454546,0.1363636363636363,0.0,0.6407766990291262,0.0,0.0,22,0,0,0.0,0
50,270,2021,0.2142857142857142,5.230769230769231,0.0,3.928571428571429,34.333333333333336,0.1428571428571428,0.8571428571428571,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.8571428571428571,0.8571428571428571,0.2142857142857142,0.0,0.4077669902912621,0.0,1.0,14,0,0,71.42857142857143,1
50,270,2022,0.0,5.333333333333333,0.0,3.0,34.333333333333336,0.0,0.3333333333333333,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,1.0,0.0,0.0,0.087378640776699,0.0,0.0,3,-1,-1,0.0,0
50,270,2023,0.0,5.428571428571429,1.0,4.285714285714286,34.333333333333336,0.1428571428571428,0.8571428571428571,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.8571428571428571,1.0,0.1428571428571428,0.0,0.203883495145631,142.85714285714286,0.0,7,-1,-1,0.0,0
50,270,2024,0.0,6.333333333333333,0.0,4.0,34.333333333333336,0.0,0.6666666666666666,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,1.0,0.0,0.0,0.087378640776699,0.0,0.0,3,-1,-1,0.0,0
50,287,2020,0.0,5.6,0.0,4.166666666666667,34.333333333333336,0.25,0.8333333333333334,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,0.8333333333333334,0.9166666666666666,0.25,0.0,0.3495145631067961,0.0,1.0,12,1,0,83.33333333333333,1
50,287,2021,0.0,7.384615384615385,0.0,4.384615384615385,34.333333333333336,0.0,0.8461538461538461,0.0,0.0,0.0,0.3927785425028781,1.0,0.0,1.0,0.9230769230769232,0.0,0.0,0.3786407766990291,0.0,0.0,13,0,0,0.0,0
